STATIONID,CRUISEID,Loc_date,DECSLAT,DECELAT,DECSLON,DECELON,Latitude,Longitude,DEPTH_SSTA,WIND_SPD,WIND_DIR,MIN_FISH,TOT_LIVE,FIN_CATCH,CRUS_CATCH,OTHR_CATCH,CLD_COVER,SECCHI_DSK,WECOLOR,DEPTH_EMID,DEPTH_EMAX,DEPTH_EWTR,TEMPSURF,TEMPMID,TEMPMAX,SALSURF,SALMID,SALMAX,CHLORSURF,CHLORMID,CHLORMAX,OXYSURF,OXYMID,OXYMAX,TURBSURF,TURBMID,TURBMAX
236085,1147,6/27/2024,28.48,28.459,-92.952,-92.939,28.4695,-92.9455,26.8,6.9,206,30,49.9,,,,25,,2,23.5,46,,29.6,28.89,25.48,35.53,35.64,36.42,,0.043,2.511,6.1,6.2,5.9,95.0224,95.436,44.0727
236086,1147,6/28/2024,28.024,28.021,-93.047,-93.02,28.0225,-93.0335,57.1,8.2,175,30,,,,,,,,51.5,102,,29.35,24.33,20.44,35.59,36.5,36.55,0.042,0.144,0.182,6.1,6.6,4.7,95.6521,95.8203,63.7581
236087,1147,6/28/2024,28.006,28.002,-92.912,-92.888,28.004,-92.9,59.2,12.5,193,30,11.6,,,,,,,52.5,104,,29.39,24.36,20.57,36.42,36.51,36.61,0.027,0.123,0.359,6,6.7,4.7,95.4466,95.8578,63.7232
236088,1147,6/28/2024,28.257,28.257,-92.615,-92.59,28.257,-92.6025,36.2,11.5,231,30,14.5,,,,,,,32,63,,29.26,28.23,22.87,35.68,35.82,36.52,0.027,0.002,0.843,6.1,6.3,6.1,95.8824,95.9653,73.7256
236089,1147,6/28/2024,28.799,28.776,-92.339,-92.334,28.7875,-92.3365,19,10.1,208,31,9,,,,,,,16.5,32,,29.34,29.17,28.46,35.9,35.91,35.92,,0.129,0.603,6.1,6.2,5.7,89.7345,89.6713,78.8631
236090,1147,6/28/2024,28.231,28.226,-92.358,-92.333,28.2285,-92.3455,37.6,2.8,237,30,16.4,,,,25,,,33.5,66,,29.58,28.19,22.48,35.7,35.93,36.54,0.004,,0.982,6.1,6.3,5.8,95.5255,95.594,55.8455
236091,1147,6/29/2024,28.201,28.184,-92.034,-92.02,28.1925,-92.027,41,10.9,166,30,15.5,,,,25,,,36,71,,29.67,28.26,22.12,35.67,36.04,36.55,0.084,0.062,0.652,6.2,6.3,5.7,95.3595,95.6252,44.4143
236092,1147,6/29/2024,28.132,28.116,-91.929,-91.912,28.124,-91.9205,48.4,11.8,151,30,16.8,,,,25,,,42.5,84,,29.65,26.01,20.67,35.66,36.17,36.55,0.118,0.109,0.286,6.1,6.4,5,95.2911,95.4574,48.7024
236093,1147,6/29/2024,28.136,28.12,-91.746,-91.73,28.128,-91.738,48.4,15.3,157,30,19.9,,,,,,,44,85,,29.52,24.85,21.15,35.62,36.42,36.56,0.091,0.065,0.355,6.1,6.8,5.2,95.7068,95.5676,37.7612
236094,1147,6/29/2024,28.293,28.281,-91.45,-91.43,28.287,-91.44,39.5,16.9,176,30,,,,,,,,35.5,70,,29.37,28.9,22.3,35.57,36.37,36.55,0.065,0.025,0.986,6.2,6.2,5.9,95.6367,95.9603,53.7541
236095,1147,6/29/2024,28.658,28.658,-89.693,-89.668,28.658,-89.6805,56,11.9,124,30,,,,,50,,14,52,103,,30.21,23.49,18.69,27.53,36.49,36.49,0.63,0.191,0.113,7.4,6.7,4.3,75.6116,95.4753,68.6757
236096,1147,6/29/2024,28.738,28.73,-89.452,-89.476,28.734,-89.464,59.5,12.4,149,30,,,,,25,,16,51.5,102,,29.84,23.25,17.67,29.19,36.38,36.37,1.601,1.058,0.028,7.6,4.7,4.1,78.8263,90.7936,62.3401
236097,1147,6/30/2024,29.319,29.324,-88.796,-88.771,29.3215,-88.7835,29.6,7.5,180,30,62.7,,,,,,,27,52,,28.5,23.14,21.07,31.68,36.41,36.6,14.166,,0.089,10.5,5.7,5,35.2576,94.5169,58.2186
236098,1147,6/30/2024,29.454,29.455,-88.928,-88.901,29.4545,-88.9145,17.5,2.8,264,30,8.4,,,,,,,7.5,13,,29.36,26.79,26.71,26.34,35.34,35.36,3.036,1.404,2.497,7.8,4.1,4,65.6992,75.2218,73.4461
236099,1147,6/30/2024,29.425,29.447,-88.787,-88.778,29.436,-88.7825,14.2,4.3,277,30,17.1,,,,,,,14,26,,29.27,24.81,21.27,28,36.31,36.5,40.685,0.506,0.591,11.7,5.5,4.2,11.2653,90.9592,74.6582
236100,1147,6/30/2024,29.588,29.571,-88.515,-88.502,29.5795,-88.5085,24.6,4,300,30,72.3,,,,,,,20,38,,29.42,25.62,21.33,28.97,36.1,35.86,7.452,0.839,1.495,11.3,4.9,4.1,47.1009,82.6552,49.7824
236101,1147,6/30/2024,29.385,29.363,-88.37,-88.373,29.374,-88.3715,31.3,3.1,301,30,86.2,,,,,,11,27,52,,29.98,24.8,23.23,30.43,35.1,36.27,0.275,0.329,0.32,8.3,3.7,5.1,91.8294,89.1157,85.513
236102,1147,6/30/2024,29.289,29.296,-88.383,-88.359,29.2925,-88.371,37.4,5.2,254,30,96.2,,,,25,,11,35,68,,30.83,25.42,21.78,29.9,36.13,36.44,1.382,0.138,1.498,9.3,5.6,4.2,70.121,94.3394,66.7742
236103,1147,6/30/2024,29.383,29.383,-88.092,-88.09,29.383,-88.091,42.9,9.9,297,1,,,,,100,,,36.5,71,,31.51,28.12,19.66,23.13,36.34,36.53,3.422,0.136,0.078,8.7,6.1,4.2,66.9158,95.6988,79.6344
236104,1147,6/30/2024,29.378,29.398,-88.114,-88.126,29.388,-88.12,41.8,5.5,315,30,,,,,75,,,29.5,57,,31.07,28.38,21.35,23.59,36.31,36.53,3.959,0.193,0.672,8.3,6.1,4.3,69.7024,95.4078,77.8993
236105,1147,7/1/2024,29.428,29.447,-87.814,-87.831,29.4375,-87.8225,38.4,10.1,275,30,,,,,,,,37.5,73,,30.02,25.9,20.53,29.83,35.69,36.51,0.241,0.543,0.168,6.2,6,4.4,92.4352,94.7709,86.8996
236106,1147,7/1/2024,29.739,29.721,-88.202,-88.217,29.73,-88.2095,21.3,9,341,30,36.2,,,,,,,20,38,,30.05,27.81,23.86,25.84,35.63,35.82,0.431,0.259,0.828,6.4,5.2,4.7,92.1565,93.4419,84.0499
236107,1147,7/1/2024,29.649,29.632,-88.284,-88.302,29.6405,-88.293,22.7,4.1,360,30,68.3,,,,,,,21.5,41,,30.28,28.38,24.02,28.3,36.25,35.92,3.355,0.208,0.901,8.2,6.1,4.9,75.8822,95.3302,78.2716
236108,1147,7/1/2024,29.882,29.904,-88.35,-88.36,29.893,-88.355,19.2,13.6,20,30,33.3,,,,,,,18,34,,30.02,27.05,24.09,25.38,35.83,36.23,2.131,0.362,0.512,7.2,5.1,5.2,83.1242,93.7554,71.6757
236109,1147,7/1/2024,29.899,29.898,-88.061,-88.085,29.8985,-88.073,18.2,3.7,13,30,10.7,,,,,,,16,31,,30.7,25.57,23.61,22.86,34.92,35.56,0.98,0.619,0.55,6.8,5.4,4.3,79.4191,93.8676,88.489
236110,1147,7/1/2024,29.949,29.961,-88.197,-88.219,29.955,-88.208,17.8,2.3,134,30,9.6,,,,,,15,15.5,30,,30.96,27.94,23.46,22.72,35.9,35.7,0.817,0.405,0.746,6.8,5.2,3.9,77.3106,93.337,68.5031
236111,1147,7/1/2024,30.095,30.11,-88.394,-88.415,30.1025,-88.4045,10,6.5,224,30,3,,,,25,,16,8.5,16,,29.79,28.43,26.46,26.78,34.55,35.24,1.406,0.479,0.667,5.9,5.9,5.1,76.933,91.6197,90.3696
236112,1147,7/2/2024,30.092,30.095,-88.614,-88.639,30.0935,-88.6265,9.6,10,238,30,22.9,,,,25,,15,8,15,,31.29,27.83,25.03,20.92,32.57,34.99,3.219,1.365,0.528,9.5,4.5,4.5,48.7667,87.1363,86.903
236113,1147,7/8/2024,29.701,29.68,-87.67,-87.663,29.6905,-87.6665,21.5,6.1,187,30,41.9,,,,,,,20.5,39,,31.31,27.68,24.32,28.51,35.85,35.64,0.173,0.732,0.54,6.4,5.8,5.2,93.4571,91.8059,93.6144
236114,1147,7/9/2024,27.502,27.481,-84.071,-84.074,27.4915,-84.0725,38.6,9.1,207,30,21.5,,,,,,,35,68,,30.82,25.87,22.24,36.55,36.47,36.43,0.007,,0.683,6.1,7.2,6.7,96.278,96.0699,90.3311
236115,1147,7/9/2024,27.393,27.372,-84.295,-84.292,27.3825,-84.2935,53.2,9,196,30,40.7,,,,,,,48.5,96,,30.57,23.32,19.22,36.58,36.41,36.49,0.015,0.087,0.627,6.1,7.1,5.1,95.7965,95.8024,93.3851
236116,1147,7/9/2024,27.359,27.366,-84.165,-84.141,27.3625,-84.153,44.9,8.3,215,30,15.4,,,,,,,41.5,81,,30.45,23.82,20.04,36.63,36.43,36.49,0.007,0.074,0.718,6.1,7,5.3,96.4162,96.1504,94.8539
236117,1147,7/9/2024,27.464,27.445,-83.921,-83.905,27.4545,-83.913,33.1,2.5,264,30,18.7,,,,,,,30,58,,30.51,26.41,22.96,36.57,36.47,36.42,,0.025,0.619,6.1,7.1,6.8,96.4315,96.3083,92.3292
236118,1147,7/9/2024,27.4,27.39,-83.576,-83.598,27.395,-83.587,26.1,4,231,30,,,,,75,,,23.5,45,,30.61,29.31,26.33,36.47,36.47,36.47,,,0.335,6.2,6.3,6.9,96.1077,96.0184,92.9601
236119,1147,7/9/2024,27.325,27.323,-83.72,-83.696,27.324,-83.708,28.6,2.4,242,30,18.2,,,,75,,,26,51,,30.74,28.65,24.55,36.57,36.53,36.44,,,0.877,6.2,6.4,7,96.0964,96.0373,91.8243
236120,1147,7/9/2024,27.299,27.3,-83.617,-83.643,27.2995,-83.63,28,2.6,161,30,,,,,75,,,25.5,49,,30.68,29.02,25.03,36.63,36.53,36.44,0.014,0.011,0.534,6.1,6.3,7.2,95.9333,96.13,92.5028
236121,1147,7/10/2024,27.183,27.201,-83.599,-83.614,27.192,-83.6065,29,2.9,220,30,123.3,,,,75,,,25.5,50,,30.87,29.13,24.93,36.58,36.49,36.45,0.006,0.029,0.436,6.1,6.3,7.2,95.9366,96.0485,92.8947
236122,1147,7/10/2024,27.13,27.108,-83.874,-83.879,27.119,-83.8765,37.6,3.2,92,30,26.8,,,,,,,33,65,,30.82,28.62,21.86,36.68,36.56,36.45,0.043,0.018,0.866,6.2,6.5,6.7,95.9607,96.3954,92.154
236123,1147,7/10/2024,26.962,26.95,-83.892,-83.913,26.956,-83.9025,42,3.3,143,30,41.5,,,,,,,36.5,72,,30.44,25.75,20.79,36.59,36.37,36.49,0.042,0.03,1.157,6.1,7.1,6,96.1952,95.9648,93.3493
236124,1147,7/10/2024,26.916,26.894,-83.618,-83.622,26.905,-83.62,32.8,2.8,201,30,34.5,,,,,,,29.5,57,,30.85,28.75,23.57,36.56,36.49,36.42,,,0.321,6,6.4,7,96.4897,96.6545,94.6383
236125,1147,7/10/2024,26.842,26.857,-83.803,-83.786,26.8495,-83.7945,39.5,3.2,207,30,22.5,,,,,,,37.5,73,,30.66,25.67,20.79,36.57,36.48,36.51,0.014,0.027,0.841,6.1,7,6,96.4589,96.3707,93.8266
236126,1147,7/10/2024,26.738,26.744,-83.869,-83.845,26.741,-83.857,45.7,2.7,248,30,36.9,,,,,,,42.5,83,,30.74,25.6,20.17,36.66,36.39,36.5,0.007,0.048,0.694,6.1,7,5.6,96.192,96.2807,95.3653
236127,1147,7/10/2024,26.825,26.816,-83.581,-83.557,26.8205,-83.569,32.8,5.7,302,30,19.8,,,,75,,,30,59,,31.29,28.31,23.68,36.59,36.45,36.43,,,0.363,6.1,6.5,7,96.2628,96.3471,94.5835
236128,1147,7/10/2024,26.662,26.64,-83.455,-83.448,26.651,-83.4515,31.4,1.9,314,30,165.9,,,,75,,,28,55,,31.2,28.16,24.13,36.59,36.5,36.44,,0.02,0.646,6.1,6.5,6.8,96.0875,96.3248,94.1514
236129,1148,10/15/2024,30.054,30.033,-88.467,-88.475,30.0435,-88.471,11.4,10.5,25,30,70.4,,,,,,,,,,,,,,,,,,,,,,,,
236130,1148,10/15/2024,29.861,29.879,-88.183,-88.199,29.87,-88.191,18.4,4.2,148,30,243.2,,,,,,,,,,,,,,,,,,,,,,,,
236131,1148,10/22/2024,29.825,29.831,-88.708,-88.685,29.828,-88.6965,9.6,4.3,84,30,75.1,,,,,,,9,16,,24.75,24.76,24.76,34.26,34.26,34.26,0.736,0.69,0.735,6.2,6.2,6.2,58.8826,60.6611,60.849
236132,1148,10/22/2024,29.451,29.458,-88.944,-88.918,29.4545,-88.931,7.7,11.4,67,30,125.4,,,,,,,7.5,13,,25.37,25.38,25.38,35.27,35.27,35.27,1.781,1.696,1.618,6.1,6.2,6.2,66.6769,66.0322,66.647
236133,1148,10/22/2024,29.213,29.212,-88.924,-88.924,29.2125,-88.924,,13.8,90,,,,,,,,,19,36,,25.55,25.57,25.56,12.13,35.43,35.44,1.76,1.587,1.761,5.8,4.5,6.1,81.0221,78.7455,68.7102
236134,1148,10/22/2024,29.213,29.201,-88.908,-88.887,29.207,-88.8975,24.3,6,74,30,72.1,,,,,,,20,39,,25.55,25.57,25.61,35.48,35.48,35.49,1.737,1.614,1.59,6.1,6.1,6.2,79.942,79.8651,74.3163
236135,1148,10/22/2024,29.117,29.126,-88.904,-88.88,29.1215,-88.892,34.4,7.7,71,30,23.7,,,,,,,29.5,58,,25.75,25.94,26.52,35.53,35.62,36.23,1.767,1.586,1.542,6.2,6.1,5.8,80.6359,82.322,76.7314
236136,1148,10/22/2024,28.962,28.956,-89.181,-89.157,28.959,-89.169,8.4,9.5,17,30,143.1,,,,25,,15,8.5,15,,23.84,25.91,26.71,30.02,34.5,35.42,2.067,0.472,0.377,6.1,5,4.9,11.8173,18.1656,7.4585
236137,1148,10/23/2024,28.578,28.575,-90.026,-90.002,28.5765,-90.014,43,14.6,155,30,27.2,,,,,,,39.5,76,,26.06,26.69,24.32,34.76,35.75,36.34,1.096,0.23,2.023,6.2,5.8,4.9,81.4867,90.5436,
236138,1148,10/23/2024,28.402,28.399,-90.113,-90.088,28.4005,-90.1005,39.3,14,177,31,,,,,,,,37,72,,26.24,26.62,23.29,35.53,36.06,36.55,0.774,0.233,0.167,6.2,6.1,4.7,88.4581,97.717,60.0799
236139,1148,10/23/2024,28.371,28.381,-90.258,-90.235,28.376,-90.2465,33.6,13.2,192,30,30.3,,,,,,,31.5,61,,26.16,26.55,26.85,35.11,35.39,35.52,1.44,1.391,1.401,6.2,6,5.8,90.4065,90.7111,66.0235
236140,1148,10/23/2024,28.203,28.181,-90.644,-90.641,28.192,-90.6425,46,3.9,188,30,26.1,,,,,,,39.5,77,,26.79,26.8,24.72,35.65,35.75,36.51,1.425,1.388,1.347,5.9,5.8,5,82.0036,81.9179,71.2527
236141,1148,10/23/2024,28.261,28.261,-90.941,-90.931,28.261,-90.936,38.4,13.8,150,30,,,,,,,,35,68,,26.7,27.25,26.88,34.77,35.42,36.01,1.404,1.37,1.362,6,5.7,5.9,94.9722,82.583,92.7951
236142,1148,10/23/2024,28.144,28.139,-91.103,-91.079,28.1415,-91.091,55.4,11.3,180,30,50.7,,,,50,,6,50,97,,27.38,27.54,20.08,36.1,36.32,36.51,0.19,0.468,0.074,6,6,3.8,97.5534,97.767,11.6534
236143,1148,10/23/2024,28.315,28.294,-91.692,-91.699,28.3045,-91.6955,36.5,3.3,148,30,17.3,,,,50,,2,34.5,67,,26.82,26.89,25.26,35.03,35.37,36.48,0.439,0.395,0.245,6.2,6,4.4,88.3047,90.1135,63.5541
236144,1148,10/24/2024,28.154,28.169,-91.979,-91.999,28.1615,-91.989,45.1,7.5,152,30,14.5,,,,,,,44,85,,27.25,27.49,23.46,36.07,36.37,36.54,0.114,0.097,0.911,6.1,6,4.1,97.9342,98.5674,57.7966
236145,1148,10/24/2024,28.232,28.23,-92.205,-92.231,28.231,-92.218,37.7,2.5,162,30,45.4,,,,,,,35.5,69,,27.54,27.56,26.86,36.36,36.36,36.41,0.125,0.108,0.969,6,6.1,5.5,98.1459,98.1684,82.7581
236146,1148,10/24/2024,28.328,28.337,-92.28,-92.303,28.3325,-92.2915,34.2,2.5,161,30,44.9,,,,,,,32,63,,27.2,27.49,27.45,35.93,36.23,36.29,1.512,1.457,1.381,6,6,5.9,94.4955,97.4313,86.3489
236147,1148,10/24/2024,28.111,28.112,-92.396,-92.371,28.1115,-92.3835,48.5,12.6,208,30,16.3,,,,,,,45,88,,27.45,27.72,22.09,36.1,36.26,36.62,1.439,1.403,1.325,6,6,4.5,97.8494,98.5136,70.2469
236148,1148,10/24/2024,28.045,28.025,-92.522,-92.512,28.035,-92.517,53.3,6.3,234,26,,,,,,,,,,,,,,,,,,,,,,,,,
236149,1148,10/24/2024,28.031,28.011,-92.665,-92.654,28.021,-92.6595,61.3,8.5,237,30,50,,,,,,,55.5,109,,27.51,26.73,19.99,36.07,36.33,36.65,1.399,1.366,1.311,6,5.3,4.3,97.6185,96.0393,90.5032
236150,1148,10/24/2024,28.21,28.231,-92.671,-92.663,28.2205,-92.667,37.8,10.8,179,30,,,,,50,,2,36,70,,27.58,27.45,26.35,36.28,36.28,36.34,0.003,0.124,0.731,6.1,6.1,4.3,98.5294,98.1594,65.7112
236151,1148,10/24/2024,28.385,28.389,-92.682,-92.708,28.387,-92.695,31,5.4,138,30,45.8,,,,25,,9,30,58,,26.79,27.14,27.36,34.38,35.61,36.22,0.364,0.54,0.346,6.3,6,5.9,88.0562,92.5668,75.8596
236152,1148,10/24/2024,28.306,28.296,-92.831,-92.809,28.301,-92.82,31.6,15.6,225,30,76.9,,,,25,,4,29.5,57,,26.92,27.2,27.2,34.5,36.07,36.22,0.231,0.249,0.464,6.3,6.1,5.4,89.7958,96.8299,49.0176
236153,1148,10/25/2024,28.395,28.397,-92.998,-92.994,28.396,-92.996,28.6,13.5,237,4,,,,,,,,27,51,,26.97,27.29,27.3,34.74,35.78,36.2,0.249,0.482,0.244,6.3,5.9,5.3,91.8437,94.1523,65.3901
236154,1148,10/25/2024,28.373,28.386,-93.221,-93.241,28.3795,-93.231,30,6.7,228,30,9.6,,,,,,,28.5,55,,26.75,26.95,27.51,34.42,34.67,35.96,0.439,0.654,0.624,6.4,6,4.9,88.1301,89.4068,72.8026
236155,1148,10/25/2024,28.433,28.41,-93.376,-93.378,28.4215,-93.377,27.6,13,279,30,14.4,,,,,,,25,48,,26.67,27.2,27.14,34.57,35.19,35.21,0.304,0.361,0.66,6.2,6.2,5.9,92.0722,92.4939,77.4965
236156,1148,10/25/2024,28.532,28.509,-93.505,-93.506,28.5205,-93.5055,22.2,13.2,265,30,27.7,,,,,,,21,40,,26.89,26.96,26.9,34.96,35.04,35.02,0.379,0.478,0.395,6.1,6,5.9,91.2667,93.012,75.8347
236157,1148,10/25/2024,28.645,28.626,-93.897,-93.882,28.6355,-93.8895,16.9,10.7,275,30,41,,,,,,,16,30,,26.73,26.84,27.01,34.59,35.14,35.25,0.32,0.304,0.468,4.8,6.1,5.9,89.7162,92.321,67.3255
236158,1148,10/25/2024,28.715,28.697,-93.756,-93.743,28.706,-93.7495,14.1,12.8,110,30,67.5,,,,,,,13,25,,26.6,26.61,26.64,34.22,34.23,34.32,0.551,0.596,0.605,6.2,6.3,6.1,88.432,88.4879,77.9999
236159,1148,10/25/2024,28.778,28.757,-94.03,-94.018,28.7675,-94.024,14.1,10,120,30,50.4,,,,25,,7,13,24,,26.8,26.7,26.79,34.56,34.56,34.73,0.124,0.226,0.676,6.3,6.3,6.1,93.4405,93.3348,70.9118
236160,1148,10/25/2024,29.036,29.053,-93.542,-93.526,29.0445,-93.534,11.8,3.6,182,30,107.6,,,,50,,8,11.5,21,,26.15,25.97,26.09,32.81,32.94,33.24,0.477,0.937,0.961,6.6,6.5,5.4,89.5603,88.9147,44.2719
236161,1148,10/25/2024,29.085,29.062,-93.661,-93.662,29.0735,-93.6615,11.6,7,131,30,125.4,,,,50,,10,11,20,,26.13,25.96,25.94,32.71,32.91,33.09,0.772,0.631,1.007,6.8,6.7,6.5,84.3089,90.0118,61.0925
236162,1148,10/26/2024,29.01,28.989,-93.887,-93.877,28.9995,-93.882,11,11.5,128,30,127.6,,,,,,,10.5,19,,26.1,26.1,25.9,33.2,33.21,33.3,0.765,0.761,1.451,6.5,6.5,5.8,91.5536,91.4574,65.5967
236163,1148,10/26/2024,29.064,29.046,-94.336,-94.348,29.055,-94.342,8.7,9,133,30,100.6,,,,,,,9,16,,25.57,25.57,25.76,32.12,32.12,32.76,1.439,1.436,1.398,6.6,6.6,6,77.8055,77.6785,33.2076
236164,1148,11/1/2024,28.895,28.882,-94.635,-94.612,28.8885,-94.6235,11.6,4.9,92,30,108.2,,,,,,,11,20,,26.58,26.58,26.55,34.07,34.49,34.52,0.629,0.652,0.501,6.2,6.1,6.1,71.3036,60.7061,46.6615
236165,1148,11/1/2024,28.91,28.925,-94.865,-94.884,28.9175,-94.8745,10.1,12.3,103,30,101.8,,,,,,,9.5,17,,25.79,25.78,26.03,32.8,32.83,33.5,1.092,1.102,0.728,6.1,6.1,6.1,44.5206,50.1907,36.1212
236166,1148,11/1/2024,29.118,29.099,-94.851,-94.835,29.1085,-94.843,8.5,7.6,82,30,107.3,,,,,,,9,16,,25.04,24.94,24.96,26.91,27.83,28.65,1.293,1.273,1.491,6.6,6.4,5.7,,,
236167,1148,11/1/2024,29.027,29.009,-95.115,-95.101,29.018,-95.108,7.2,7.4,56,30,42.2,,,,,,,6.5,12,,25.2,25.23,25.28,28.46,28.46,28.49,1.77,1.608,2.086,6.2,6.2,6.2,,,
236168,1148,11/1/2024,28.769,28.767,-95.414,-95.389,28.768,-95.4015,7.9,11.1,54,30,73.2,,,,,,,7.5,14,,25.14,25.16,25.19,29.35,29.37,29.36,1.151,1.316,1.399,6.2,6.2,6.2,,,
236169,1148,11/1/2024,28.588,28.569,-95.457,-95.444,28.5785,-95.4505,11.4,11.8,57,30,118.6,,,,,,,12,21,,25.43,25.44,25.66,30.94,31.11,31.69,1.31,1.105,1.192,6.2,6,5.9,,,
236170,1148,11/1/2024,28.678,28.662,-95.666,-95.649,28.67,-95.6575,7,11.2,64,30,52.4,,,,100,,8,6.5,11,,25.36,25.38,25.54,28.71,28.91,30.15,1.183,1.167,1.302,6.3,6.3,5.7,,,
236171,1148,11/1/2024,28.458,28.452,-96.046,-96.021,28.455,-96.0335,9,17,53,30,98.5,,,,100,,9,9,15,,25.63,25.55,25.7,29.83,30.69,31.12,1.249,0.883,1.174,6.2,5.9,5.6,37.5491,24.3651,
236172,1148,11/15/2024,30.21,30.215,-88.237,-88.213,30.2125,-88.225,7,7.5,15,30,21,,,,,,12,5.5,10,,24.01,24.04,24.01,34.74,34.73,34.74,1.13,0.94,0.908,6,6,6,30.4043,35.0048,22.7965
236173,1148,11/16/2024,29.495,29.51,-88.619,-88.6,29.5025,-88.6095,22,12.3,39,30,61.4,,,,,,,21,39,,25.41,25.44,25.46,36.06,36.09,36.1,0.606,0.695,0.81,6.1,6.1,6.2,91.0808,88.1786,86.7751
236174,1148,11/16/2024,29.491,29.498,-88.716,-88.691,29.4945,-88.7035,11.6,15.8,62,30,15.4,,,,,,,10.5,19,,25.07,25.06,25.07,35.97,35.97,35.97,1.185,0.915,0.905,6.2,6.2,6.2,89.99,90.0676,89.9675
236175,1148,11/16/2024,29.106,29.109,-88.725,-88.698,29.1075,-88.7115,51.5,8.3,84,30,29.7,,,,,,,47.5,93,,26.28,26.29,23.53,36.22,36.22,36.33,0.17,0.141,0.207,6,6,4.9,98.3688,98.4202,50.4246
236176,1148,11/16/2024,29.203,29.223,-88.607,-88.594,29.213,-88.6005,41.2,10.2,100,30,67.1,,,,,,,39.5,77,,26.63,26.58,25.33,36.23,36.24,36.42,1.421,1.329,1.263,5.9,5.9,5.5,,,
236177,1148,11/16/2024,29.331,29.335,-88.434,-88.408,29.333,-88.421,34.8,9.6,110,30,7.7,,,,,,,32,61,,25.91,25.92,26.08,35.96,35.95,36.24,0.178,0.158,0.957,6,6,5.7,,,
236178,1148,11/16/2024,29.398,29.399,-88.364,-88.338,29.3985,-88.351,29.8,11.4,117,30,17.2,,,,,,,27.5,53,,25.83,25.83,26.06,35.88,35.88,36.18,0.157,0.157,0.419,6,6,5.9,,,
236179,1148,11/16/2024,29.482,29.489,-88.234,-88.211,29.4855,-88.2225,27.2,8,102,30,8.1,,,,,,,26,50,,25.7,25.71,26.08,35.91,35.91,36.15,0.1,0.218,0.595,6,6.1,5.9,97.334,97.3637,96.2765
236180,1148,11/16/2024,29.59,29.573,-87.982,-87.964,29.5815,-87.973,23.9,8.6,71,30,13.1,,,,25,,5,22,42,,25.63,25.6,25.6,36.09,36.08,36.09,0.095,0.157,0.289,6,6.1,6.1,,,
236181,1148,11/16/2024,29.962,29.97,-88.145,-88.121,29.966,-88.133,16.8,14.8,79,30,426.8,,,,,,5,15.5,29,,24.92,24.8,24.8,35.72,35.72,35.73,0.999,1.128,1.309,6.4,6.3,6.2,93.7977,93.5362,92.4015
236182,1148,11/22/2024,30.043,30.047,-87.379,-87.352,30.045,-87.3655,15.6,18,288,30,,,,,,,,14,26,,23.84,23.87,23.87,35.41,35.41,35.41,1.29,1.285,1.112,6.2,6.1,6.2,95.0423,94.4701,94.2866
236183,1148,11/22/2024,29.903,29.88,-86.082,-86.07,29.8915,-86.076,21.3,13.3,330,30,56.8,,,,,,5,20.5,38,,24.56,24.56,24.58,36.3,36.3,36.3,1.811,1.567,1.471,6,6,6,,,
236184,1148,11/22/2024,29.706,29.728,-86.053,-86.059,29.717,-86.056,25.4,15.8,322,30,6,,,,,,2,24,45,,25.04,25.07,25.07,36.32,36.32,36.32,0.317,0.54,0.554,6,6,6,95.5576,95.4024,94.9685
236185,1148,11/22/2024,29.601,29.622,-86.082,-86.091,29.6115,-86.0865,36.5,11.2,346,30,5.3,,,,,,1,34.5,67,,25.14,25.16,25.17,36.31,36.31,36.31,0.56,0.674,0.678,6,6,6,95.1175,95.0052,94.7793
236186,1148,11/23/2024,29.64,29.662,-85.876,-85.883,29.651,-85.8795,21.2,16.8,357,30,96.7,,,,,,,20.5,39,,24.63,24.63,24.64,36.33,36.33,36.33,0.711,0.723,0.728,6.1,6.1,6.1,93.7823,93.6995,93.5114
236187,1148,11/23/2024,29.496,29.518,-86.017,-86.026,29.507,-86.0215,12.9,19,224,30,14.2,,,,,,,33.5,65,,24.86,24.85,24.69,36.34,36.34,36.33,0.611,0.593,0.518,6,6,6.1,95.6262,95.7681,94.3634
236188,1148,11/23/2024,29.404,29.427,-85.799,-85.8,29.4155,-85.7995,24.4,17.2,345,30,67.5,,,,,,,24,46,,24.55,24.58,24.58,36.37,36.37,36.37,0.438,0.446,0.441,6.1,6.1,6.1,,,
236189,1148,11/23/2024,29.099,29.121,-85.31,-85.304,29.11,-85.307,22.7,11.9,7,30,16.2,,,,,,,22.5,42,,25.07,25.09,25.09,36.34,36.34,36.34,0.564,0.531,0.491,5.9,5.9,5.9,,,
236190,1148,11/23/2024,29.161,29.183,-85.144,-85.137,29.172,-85.1405,17.7,10,342,30,6.4,,,,,,6,18.5,35,,24.68,24.68,24.66,36.37,36.37,36.37,0.431,0.406,0.475,6,6,6,95.1306,94.9892,92.5051
236191,1148,11/23/2024,29.212,29.235,-84.906,-84.902,29.2235,-84.904,16,9.5,337,30,80.4,,,,,,6,16,30,,23.27,23.28,23.28,36.23,36.23,36.23,0.913,0.967,1.107,6.2,6.2,6.2,88.3906,88.193,87.8293
236192,1148,11/23/2024,29.076,29.094,-85.104,-85.121,29.085,-85.1125,20.3,8.7,335,30,5.4,,,,,,6,20,38,,24.65,24.65,24.64,36.39,36.39,36.39,0.243,0.432,0.541,6,6,6,95.1463,95.1227,95.2561
